run_id,cond,task,seed,turn,tool,category,target,run_success,recovery_ok
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,4,list_dir,other,,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,5,list_dir,prior_results,results_spatial_pert,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,5,list_dir,other,memory,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,6,read_text_file,prior_results,spatial_t0_s0.json,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,7,read_text_file,prior_results,recipe_spatial_t0_s0.jsonl,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,8,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,9,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-12:58:33_libero_spatial_task_t0_s5,baseline,0,5,10,read_text_file,guides,env_calibration.md,False,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,1,read_text_file,memory,MEMORY.md,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,1,list_dir,memory,,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,4,list_dir,other,,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,5,list_dir,prior_results,,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,6,read_text_file,prior_results,spatial_t0_s0.json,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,7,read_text_file,prior_results,recipe_spatial_t0_s0.jsonl,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,8,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,9,read_text_file,guides,pro_hybrid_guide.md,True,
20260813-13:01:06_libero_spatial_task_t0_s6,baseline,0,6,10,read_text_file,guides,env_calibration.md,True,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,1,read_text_file,memory,MEMORY.md,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,1,list_dir,memory,,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,2,list_dir,memory,,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,4,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,5,read_text_file,guides,env_calibration.md,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,6,list_dir,prior_results,,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,8,read_text_file,prior_results,spatial_t0_s0.json,False,
20260813-13:03:28_libero_spatial_task_t0_s7,baseline,0,7,9,read_text_file,prior_results,recipe_spatial_t0_s0.jsonl,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,1,read_text_file,memory,MEMORY.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,1,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,1,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,1,read_text_file,guides,env_calibration.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,4,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,5,read_text_file,guides,env_calibration.md,False,
20260813-13:07:35_libero_spatial_task_t0_s8,baseline,0,8,7,list_dir,other,memory,False,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,1,read_text_file,memory,MEMORY.md,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,1,list_dir,prior_results,results_spatial_pert,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,4,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,5,read_text_file,guides,pro_hybrid_guide.md,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,6,read_text_file,guides,env_calibration.md,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,7,list_dir,prior_results,results_spatial_pert,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,8,read_text_file,prior_results,spatial_t0_s0.json,True,
20260813-13:09:43_libero_spatial_task_t0_s9,baseline,0,9,9,read_text_file,prior_results,recipe_spatial_t0_s0.jsonl,True,
20260813-13:10:45_libero_spatial_task_t0_s10,baseline,0,10,1,read_text_file,memory,MEMORY.md,True,
20260813-13:10:45_libero_spatial_task_t0_s10,baseline,0,10,3,list_dir,other,memory,True,
20260813-13:10:45_libero_spatial_task_t0_s10,baseline,0,10,3,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-13:10:45_libero_spatial_task_t0_s10,baseline,0,10,4,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-13:10:45_libero_spatial_task_t0_s10,baseline,0,10,5,list_dir,prior_results,results_spatial_pert,True,
20260813-13:10:45_libero_spatial_task_t0_s10,baseline,0,10,6,read_text_file,prior_results,spatial_t0_s0.json,True,
20260814-18:26:09_libero_spatial_task_t7_s1,baseline,7,1,1,read_text_file,memory,MEMORY.md,False,
20260814-18:26:09_libero_spatial_task_t7_s1,baseline,7,1,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:26:09_libero_spatial_task_t7_s1,baseline,7,1,3,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:26:09_libero_spatial_task_t7_s1,baseline,7,1,3,read_text_file,guides,env_calibration.md,False,
20260814-18:26:09_libero_spatial_task_t7_s1,baseline,7,1,9,list_dir,prior_results,results_spatial_pert,False,
20260814-18:26:09_libero_spatial_task_t7_s1,baseline,7,1,10,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,1,read_text_file,memory,MEMORY.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,1,read_text_file,guides,strict_hybrid_guide.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,1,read_text_file,guides,pro_hybrid_guide.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,1,read_text_file,guides,env_calibration.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,2,read_text_file,guides,strict_hybrid_guide.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,3,read_text_file,guides,pro_hybrid_guide.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,4,read_text_file,guides,env_calibration.md,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,7,list_dir,prior_results,results_spatial_pert,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,8,read_text_file,prior_results,spatial_t7_s0.json,True,
20260814-18:26:09_libero_spatial_task_t7_s2,baseline,7,2,9,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,True,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,1,read_text_file,memory,MEMORY.md,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,1,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,4,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,5,read_text_file,guides,env_calibration.md,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,6,list_dir,prior_results,results_spatial_pert,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,7,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:33:48_libero_spatial_task_t7_s3,baseline,7,3,8,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,1,read_text_file,memory,MEMORY.md,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,2,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,2,list_dir,memory,,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,4,list_dir,prior_results,results_spatial_pert,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,5,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,5,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,False,
20260814-18:36:55_libero_spatial_task_t7_s4,baseline,7,4,6,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,1,read_text_file,memory,MEMORY.md,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,2,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,4,list_dir,prior_results,results_spatial_pert,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,5,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,5,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,6,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,6,read_text_file,guides,env_calibration.md,False,
20260814-18:38:33_libero_spatial_task_t7_s5,baseline,7,5,7,read_text_file,guides,env_calibration.md,False,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,1,read_text_file,memory,MEMORY.md,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,2,read_text_file,guides,strict_hybrid_guide.md,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,2,read_text_file,guides,pro_hybrid_guide.md,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,2,read_text_file,guides,env_calibration.md,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,4,list_dir,prior_results,results_spatial_pert,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,5,read_text_file,prior_results,spatial_t7_s0.json,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,5,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,True,
20260814-18:43:42_libero_spatial_task_t7_s6,baseline,7,6,6,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,True,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,1,read_text_file,memory,MEMORY.md,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,1,list_dir,memory,,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,2,list_dir,memory,,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,4,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,5,list_dir,prior_results,,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,7,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,8,read_text_file,guides,env_calibration.md,False,
20260814-18:43:55_libero_spatial_task_t7_s7,baseline,7,7,13,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,1,read_text_file,memory,MEMORY.md,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,2,list_dir,prior_results,results_spatial_pert,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,4,list_dir,prior_results,results_spatial_pert,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,5,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,6,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,False,
20260814-18:48:08_libero_spatial_task_t7_s8,baseline,7,8,7,read_text_file,guides,env_calibration.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,1,read_text_file,memory,MEMORY.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,2,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,2,read_text_file,guides,env_calibration.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,3,read_text_file,guides,pro_hybrid_guide.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,3,read_text_file,guides,env_calibration.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,3,list_dir,prior_results,,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,4,read_text_file,guides,env_calibration.md,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,5,list_dir,prior_results,,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,6,read_text_file,prior_results,spatial_t7_s0.json,False,
20260814-18:51:14_libero_spatial_task_t7_s9,baseline,7,9,7,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,False,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,1,read_text_file,memory,MEMORY.md,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,1,list_dir,prior_results,results_spatial_pert,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,2,list_dir,prior_results,results_spatial_pert,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,3,read_text_file,prior_results,spatial_t7_s0.json,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,4,read_text_file,prior_results,recipe_spatial_t7_s0.jsonl,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,5,read_text_file,guides,strict_hybrid_guide.md,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,6,read_text_file,guides,env_calibration.md,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,7,read_text_file,guides,pro_hybrid_guide.md,True,
20260814-14:09:41_libero_spatial_task_t7_s10,baseline,7,10,8,list_dir,other,memory,True,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,1,read_text_file,memory,MEMORY.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,1,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,1,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,1,read_text_file,guides,env_calibration.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,4,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,5,read_text_file,guides,env_calibration.md,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,6,list_dir,prior_results,results_spatial_pert,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,7,read_text_file,prior_results,spatial_t9_s0.json,False,
20260813-15:38:25_libero_spatial_task_t9_s1,baseline,9,1,8,read_text_file,prior_results,recipe_spatial_t9_s0.jsonl,False,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,1,read_text_file,memory,MEMORY.md,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,1,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,2,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,3,read_text_file,guides,pro_hybrid_guide.md,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,4,read_text_file,guides,env_calibration.md,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,6,list_dir,prior_results,results_spatial_pert,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,7,read_text_file,prior_results,spatial_t9_s0.json,True,
20260813-15:38:56_libero_spatial_task_t9_s2,baseline,9,2,8,read_text_file,prior_results,recipe_spatial_t9_s0.jsonl,True,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,1,read_text_file,memory,MEMORY.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,1,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,1,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,1,read_text_file,guides,env_calibration.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,3,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,4,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,5,read_text_file,guides,env_calibration.md,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,6,list_dir,prior_results,results_spatial_pert,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,7,read_text_file,prior_results,spatial_t9_s0.json,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,8,list_dir,prior_results,results_goal_pert,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,9,list_dir,other,libero,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,10,list_dir,prior_results,results_goal_task_pert,False,
20260813-15:42:48_libero_spatial_task_t9_s3,baseline,9,3,11,read_text_file,prior_results,goal_task_t9_s0.json,False,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,1,read_text_file,memory,MEMORY.md,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,2,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,2,read_text_file,guides,pro_hybrid_guide.md,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,2,read_text_file,guides,env_calibration.md,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,2,list_dir,memory,,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,3,read_text_file,guides,pro_hybrid_guide.md,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,4,read_text_file,guides,env_calibration.md,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,5,list_dir,memory,,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,6,list_dir,prior_results,,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,7,read_text_file,prior_results,spatial_t9_s0.json,True,
20260813-15:52:31_libero_spatial_task_t9_s4,baseline,9,4,8,read_text_file,prior_results,recipe_spatial_t9_s0.jsonl,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,1,read_text_file,memory,MEMORY.md,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,2,list_dir,memory,,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,3,read_text_file,guides,strict_hybrid_guide.md,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,3,list_dir,memory,,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,4,list_dir,memory,,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,4,list_dir,prior_results,,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,5,list_dir,prior_results,,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,6,read_text_file,prior_results,spatial_t9_s0.json,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,7,read_text_file,prior_results,recipe_spatial_t9_s0.jsonl,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,7,read_text_file,guides,env_calibration.md,True,
20260813-15:53:34_libero_spatial_task_t9_s5,baseline,9,5,8,read_text_file,guides,env_calibration.md,True,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,1,read_text_file,memory,MEMORY.md,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,1,list_dir,memory,,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,2,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,3,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,4,read_text_file,guides,env_calibration.md,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,4,list_dir,prior_results,,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,5,list_dir,prior_results,,False,
20260813-15:53:36_libero_spatial_task_t9_s6,baseline,9,6,6,read_text_file,prior_results,spatial_t9_s0.json,False,
20260813-15:56:15_libero_spatial_task_t9_s7,baseline,9,7,1,read_text_file,memory,MEMORY.md,False,
20260813-15:56:15_libero_spatial_task_t9_s7,baseline,9,7,1,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:56:15_libero_spatial_task_t9_s7,baseline,9,7,2,read_text_file,guides,strict_hybrid_guide.md,False,
20260813-15:56:15_libero_spatial_task_t9_s7,baseline,9,7,3,read_text_file,guides,pro_hybrid_guide.md,False,
20260813-15:56:15_libero_spatial_task_t9_s7,baseline,9,7,8,list_dir,prior_results,results_spatial_pert,False,
20260813-15:56:15_libero_spatial_task_t9_s7,baseline,9,7,9,read_text_file,prior_results,spatial_t9_s0.json,False,
20260813-16:06:42_libero_spatial_task_t9_s8,baseline,9,8,1,read_text_file,memory,MEMORY.md,False,
